AccType,ClientId,BeginDate,EndDate,BeginQ,EndQ,PD,LGD,"Interest rate",Status,Random,"Default function"
L,4508,47,87,3100,3176.22,0.09,0.9,0.1549,Active,0.49,0.536145399015553
L,4509,47,117,5800,6015.41,0.17,0.3,0.1337,Active,0.5,0.592652425660183
L,4510,47,107,100,103.83,0.18,0.4,0.161,Active,0.76,0.909885195972576
L,4511,47,137,6600,6895.35,0.09,0.6,0.1253,Active,0.81,0.886281169801221
L,4512,47,187,6000,6340.67,0.07,0.5,0.1022,Active,0.06,0.064350490875253
L,4513,47,67,3100,3122,0.06,0.4,0.0894,Active,0.46,0.488444811410865
L,4514,47,187,2200,2344.96,0.14,0.3,0.1186,Active,0.5,0.575136899428614
L,4515,47,87,3000,3068.43,0.13,0.5,0.1437,Active,0.99,1.12744009949138
L,4516,47,187,9900,10748.1,0.17,0.4,0.1542,Active,0.83,0.983803026595903
L,4517,47,107,5300,5420.64,0.09,0.3,0.0956,Active,0.99,1.08323254086816
L,4518,47,67,4000,4025.05,0.05,0.3,0.0789,Active,0.61,0.641275368789375
L,4519,47,117,5000,5189.44,0.12,0.5,0.1364,Active,0.23,0.259324275863256
L,4520,47,77,6500,6553.7,0.02,0.4,0.0694,Active,0.64,0.652928857617124
L,4521,47,67,8400,8447.6,0.02,0.5,0.0714,Active,0.5,0.510100670013378
L,4522,47,67,8200,8283.69,0.16,0.3,0.1286,Active,0.66,0.774517174854595
L,4523,47,147,4500,4655.54,0.07,0.3,0.0871,Active,0.17,0.182326390813217
L,4524,47,187,6000,6528.67,0.13,0.6,0.1586,Active,0.54,0.614967326995296
L,4525,47,107,5100,5193.01,0.06,0.2,0.0766,Active,0.9,0.955652891890824
L,4526,47,187,2000,2157.33,0.11,0.6,0.1416,Active,0.47,0.524650693115669
L,4527,47,167,6700,7143.48,0.18,0.3,0.139,Active,0.04,0.0478886945248724
L,4528,47,107,9100,9299.55,0.11,0.2,0.0921,Active,0.83,0.926510798480863
L,4529,47,167,2300,2400,0.08,0.3,0.0913,Active,0.03,0.0324986120302488
L,4530,47,77,6400,6539.96,0.14,0.7,0.1837,Active,0.89,1.02374368098293
L,4531,47,137,500,520.91,0.18,0.2,0.1171,Active,1,1.19721736312181
L,4532,47,107,8400,8617,0.06,0.7,0.1085,Active,0.67,0.711430486185391
L,4533,47,67,9600,9660.11,0.05,0.3,0.0789,Active,0.37,0.388970305659129
L,4534,47,157,2100,2275.45,0.19,0.5,0.1914,Active,0.75,0.906937198242939
L,4535,47,117,6800,7042.91,0.16,0.3,0.1286,Active,0.02,0.0234702174198362
L,4536,47,167,2600,2778.78,0.19,0.3,0.1444,Active,0.31,0.374867375273748
L,4554,48,78,1500,1516.3,0.08,0.3,0.0913,Active,0.99,1.07245419699821
L,4555,48,128,9600,9904.76,0.08,0.4,0.1,Active,0.67,0.725802335342222
L,4638,49,89,6300,6392.1,0.11,0.2,0.0921,Active,0.78,0.87069689495792
L,4639,49,199,1800,1938.43,0.11,0.5,0.1292,Active,0.57,0.636278500161557
L,4640,49,159,800,825.67,0.02,0.6,0.0735,Active,0.62,0.632524830816589
L,4641,49,189,9200,9705.49,0.13,0.2,0.0989,Active,0.59,0.671908746161527
L,4642,49,159,9600,10233.6,0.14,0.5,0.1512,Active,0.97,1.11576558489151
L,4643,49,169,5000,5206.19,0.03,0.8,0.0866,Active,0.66,0.680099992409321
L,4644,49,99,1500,1519.55,0.01,0.5,0.0657,Active,0.38,0.383819063491984
L,4645,49,69,7600,7691.2,0.14,0.5,0.1512,Active,0.38,0.437104043565746
L,4646,49,199,3400,3690.82,0.13,0.5,0.1437,Active,0.01,0.0113882838332462
L,4647,49,79,8300,8378.26,0.04,0.4,0.0792,Active,0.73,0.759791865160443
L,4648,49,149,5200,5458.56,0.09,0.6,0.1253,Active,0.23,0.251660085252198
L,4649,49,129,4200,4310.13,0.08,0.2,0.0826,Active,0.51,0.552476404514229
L,4650,49,79,6100,6163.25,0.07,0.3,0.0871,Active,0.44,0.471903599751855
L,4651,49,189,8700,9106.97,0.05,0.4,0.0842,Active,0.54,0.567686392043053
L,4652,49,159,7500,7896.13,0.19,0.2,0.121,Active,0.42,0.507884831016046
L,4653,49,89,8500,8690.51,0.15,0.4,0.1412,Active,0.76,0.882994024473495
L,4654,49,169,5900,6149.77,0.1,0.2,0.0889,Active,0.78,0.862033316099005
L,4655,49,99,7800,8038.64,0.17,0.4,0.1542,Active,0.25,0.296326212830091
L,4656,49,189,4300,4668.37,0.17,0.4,0.1542,Active,0.36,0.426709746475332
L,4657,49,119,7100,7590.69,0.18,0.8,0.2488,Active,0.07,0.0838052154185267
L,4658,49,149,4900,5084.14,0.05,0.6,0.0947,Active,0.13,0.136665242528883
L,4659,49,189,6900,7348.12,0.11,0.4,0.1169,Active,0.52,0.580464596638613
L,4660,49,169,2500,2680,0.14,0.5,0.1512,Active,0.48,0.552131423451469
L,4661,49,179,8200,8477.92,0.01,0.5,0.0657,Active,0.46,0.464623076858717
L,4662,49,169,7000,7304.33,0.08,0.3,0.0913,Active,0.48,0.51997779248398
L,4663,49,129,3100,3202.84,0.11,0.3,0.1045,Active,0.06,0.0669766842275323
L,4664,49,199,4500,5236.61,0.2,0.8,0.275,Active,0.31,0.378634855029653
L,4665,49,79,5200,5246.43,0.04,0.3,0.075,Active,0.29,0.301835124515793
L,4666,49,159,8000,8261.9,0.04,0.3,0.075,Active,0.93,0.967954019998921
L,4667,49,179,3600,3899,0.18,0.4,0.161,Active,0.03,0.0359165208936543
L,4668,49,199,6500,6821.13,0.06,0.3,0.083,Active,0.78,0.828232506305381
L,4710,50,200,10000,10859.52,0.1,0.7,0.1444,Active,0.56,0.618895714122363
L,4791,51,71,8500,8644.9,0.19,0.6,0.2148,Active,0.9,1.08832463789153
L,4792,51,121,3900,3998.91,0.08,0.3,0.0913,Active,0.12,0.129994448120995
L,4793,51,71,2800,2825.98,0.11,0.4,0.1169,Active,0.86,0.959999140594629
L,4794,51,111,2400,2495.66,0.14,0.6,0.1674,Active,0.9,1.0352464189715
L,4795,51,81,5900,5997.63,0.18,0.3,0.139,Active,0.32,0.383109556198979
L,4796,51,141,7300,7473.9,0.04,0.1,0.0667,Active,0.46,0.478772956128499
L,4797,51,91,5800,5887.92,0.12,0.2,0.0955,Active,0.15,0.169124527736906
L,4798,51,71,2000,2015.87,0.1,0.3,0.1,Active,0.26,0.287344438699668
L,4799,51,121,1100,1125.36,0.06,0.3,0.083,Active,0.82,0.870705968167195
L,4800,51,111,3800,3895.45,0.09,0.4,0.1055,Active,0.96,1.050407312357
L,4801,51,121,8500,8696.68,0.04,0.5,0.0833,Active,0.41,0.426732417418879
L,4802,51,141,2600,2703.16,0.1,0.4,0.1111,Active,0.21,0.232085892795886
L,4803,51,121,5400,5543.25,0.12,0.2,0.0955,Active,0.41,0.462273709147544
L,4804,51,201,2200,2309.08,0.04,0.5,0.0833,Active,0.76,0.791016188386215
L,4805,51,91,9100,9268.86,0.11,0.4,0.1169,Active,0.81,0.904185237071686
L,4806,51,131,1000,1030.03,0.07,0.4,0.0946,Active,0.68,0.729305563252867
L,4807,51,151,9300,9652.81,0.09,0.3,0.0956,Active,0.21,0.229776599578094
L,4808,51,121,7600,7829.48,0.08,0.5,0.1087,Active,0.75,0.812465300756219
L,4809,51,141,7700,8053.65,0.16,0.3,0.1286,Active,0.07,0.0821457609694267
L,4810,51,201,6300,6565.5,0.04,0.2,0.0708,Active,0.97,1.00958645096662
L,4811,51,81,8100,8186.3,0.05,0.5,0.0895,Active,0.13,0.136665242528883
L,4812,51,201,2100,2273.75,0.18,0.3,0.139,Active,0.77,0.921857369603794
L,4813,51,181,9700,10102.32,0.03,0.6,0.0804,Active,0.61,0.628577265711645
L,4814,51,131,8500,8724.78,0.04,0.5,0.0833,Active,0.48,0.499589171612346
L,4815,51,181,6100,6484.54,0.1,0.5,0.1222,Active,0.99,1.09411920889489
L,4816,51,201,9800,10460.92,0.17,0.2,0.1133,Active,0.89,1.05492131767513
L,4817,51,171,3700,3829.85,0.05,0.2,0.0737,Active,0.74,0.777940611318258
L,4818,51,121,6500,6680.56,0.1,0.3,0.1,Active,0.95,1.04991237217187
L,4819,51,201,5100,5509.21,0.08,0.8,0.1348,Active,0.75,0.812465300756219
L,4820,51,201,7600,7895.4,0.02,0.2,0.0653,Active,0.22,0.224444294805886
L,4821,51,191,5100,5383.33,0.08,0.4,0.1,Active,0.19,0.205824542858242
L,4822,51,171,4500,4653,0.02,0.5,0.0714,Active,0.36,0.367272482409632
L,4823,51,151,9900,10164.39,0.02,0.3,0.0673,Active,0.43,0.438686576211505
L,4824,51,151,5800,6004.61,0.1,0.2,0.0889,Active,0.09,0.0994653826268083
L,4828,52,92,9100,9313.2,0.16,0.4,0.1476,Active,0.06,0.0704106522595086
L,4829,52,192,600,644.97,0.14,0.4,0.1349,Active,0.95,1.09276010891437
L,4830,52,142,5900,6067.73,0.07,0.2,0.0796,Active,0.98,1.05105801762913
L,4831,52,192,5700,6034.08,0.09,0.4,0.1055,Active,0.68,0.744038512919543
L,4832,52,192,6100,6326.04,0.01,0.6,0.0667,Active,0.01,0.0101005016708417
L,4833,52,192,8400,8976.33,0.15,0.3,0.1235,Active,0.95,1.10374253059187
L,4834,52,202,2700,2930.95,0.13,0.5,0.1437,Active,0.33,0.375813366497125
L,4835,52,152,3400,3552.87,0.17,0.2,0.1133,Active,0.46,0.545240231607368
L,4836,52,142,3200,3314.29,0.08,0.4,0.1,Active,0.75,0.812465300756219
L,4837,52,112,5900,6004.23,0.03,0.4,0.0742,Active,0.93,0.958322716576771
L,4838,52,202,4300,4875.89,0.2,0.6,0.225,Active,0.77,0.940480123783331
L,4839,52,122,2100,2202.96,0.15,0.6,0.1765,Active,0.71,0.824902312337081
L,4840,52,142,4600,4710.56,0.02,0.3,0.0673,Active,0.23,0.234646308206154
L,4841,52,152,7700,7989.06,0.07,0.4,0.0946,Active,0.27,0.289577208938638
L,4842,52,92,5100,5161.12,0.02,0.7,0.0755,Active,0.18,0.183636241204816
L,4843,52,72,5800,5880.42,0.17,0.5,0.1747,Active,0.56,0.663770716739405
L,4844,52,202,8700,9068.2,0.03,0.3,0.0711,Active,0.21,0.216395452130239
L,4845,52,172,400,421.68,0.13,0.3,0.1138,Active,0.12,0.136659405998955
L,4846,52,112,500,523.24,0.17,0.6,0.1952,Active,0.04,0.0474121940528146
L,4847,52,72,6000,6067.24,0.15,0.4,0.1412,Active,0.68,0.790047285055233
L,4848,52,92,8500,8612.39,0.04,0.5,0.0833,Active,0.44,0.457956740644651
L,4849,52,162,5900,6231.2,0.16,0.3,0.1286,Active,0.04,0.0469404348396724
L,4850,52,92,7600,7727.75,0.15,0.2,0.1059,Active,0.42,0.487970381945879
L,4851,52,202,5500,5754.7,0.1,0.1,0.0778,Active,0.45,0.497326913134041
L,4852,52,122,4200,4321.92,0.11,0.3,0.1045,Active,0.06,0.0669766842275323
L,4853,52,162,4500,4846.7,0.15,0.6,0.1765,Active,0.13,0.151038451554677
L,4854,52,142,9900,10400.66,0.11,0.6,0.1416,Active,0.92,1.02697582482216
L,4855,52,202,7900,8235.75,0.02,0.5,0.0714,Active,0.73,0.744746978219532
L,4856,52,122,2200,2243.45,0.03,0.3,0.0711,Active,0.9,0.927409080558165
L,4857,52,172,5100,5393.86,0.19,0.2,0.121,Active,0.52,0.628809790781771
L,4858,52,72,4300,4325.6,0.04,0.3,0.075,Active,0.3,0.312243232257716
L,4859,52,72,7400,7498.61,0.19,0.4,0.1679,Active,0.66,0.798104734453786
L,4860,52,142,900,938.12,0.14,0.3,0.1186,Active,0.73,0.839699873165776
L,4861,52,192,9600,10533.33,0.2,0.4,0.175,Active,0.18,0.219852496468831
L,4862,52,192,8200,8933.44,0.18,0.4,0.161,Active,0.91,1.08946780044085
L,4863,52,112,2500,2552.92,0.1,0.2,0.0889,Active,0.71,0.78467135183371
L,4864,52,172,5700,5935.06,0.03,0.8,0.0866,Active,0.36,0.370963632223266
L,4865,52,112,4400,4614.66,0.18,0.6,0.2049,Active,0.86,1.02960693228476
L,4866,52,132,1800,1907.71,0.13,0.8,0.1885,Active,0.4,0.455531353329849
L,4867,52,92,6000,6123.05,0.11,0.5,0.1292,Active,0.98,1.09395250904969
L,4868,52,152,5000,5163.89,0.08,0.2,0.0826,Active,0.08,0.0866629654139967
L,4869,52,152,5700,6020.29,0.11,0.6,0.1416,Active,0.77,0.859534114253331
L,4870,52,202,9700,10194.82,0.09,0.2,0.0857,Active,0.27,0.295427056600407
L,4871,52,112,4400,4547.92,0.15,0.4,0.1412,Active,0.92,1.06888750331002
L,4872,52,152,2000,2066.59,0.13,0.1,0.0839,Active,0.61,0.694685313828019
L,4873,52,142,5700,6027.75,0.18,0.4,0.161,Active,0.04,0.0478886945248724
L,4874,52,122,600,629.17,0.2,0.4,0.175,Active,0.85,1.03819234443614
L,4875,52,202,8300,8917.56,0.2,0.2,0.125,Active,0.83,1.01376428927294
L,4876,52,112,5900,5994.54,0.02,0.3,0.0673,Active,0.56,0.571312750414983
L,4877,52,72,6200,6300.77,0.16,0.7,0.2048,Active,0.79,0.92707358808353
L,4878,52,82,900,909.18,0.09,0.2,0.0857,Active,0.35,0.382960999296824
L,4879,52,142,9300,9549.11,0.04,0.3,0.075,Active,0.79,0.822240511611987
L,4880,52,122,9900,10246.78,0.08,0.7,0.1261,Active,0.62,0.671637981958474
L,4881,52,152,7000,7205.28,0.08,0.1,0.0739,Active,0.64,0.693303723311974
L,4943,53,83,3100,3153.03,0.13,0.5,0.1437,Active,0.89,1.01355726115891
L,4944,53,133,9700,9895.85,0.01,0.3,0.0636,Active,0.4,0.404020066833667
L,4945,53,73,9100,9163.19,0.04,0.6,0.0875,Active,0.78,0.811832403870063
L,4946,53,113,3300,3353.98,0.01,0.8,0.0687,Active,0.52,0.525226086883767
L,4947,53,183,8300,9095.12,0.16,0.6,0.1857,Active,0.03,0.0352053261297543
L,4948,53,143,1000,1031.11,0.07,0.3,0.0871,Active,0.35,0.375377863438976
L,4949,53,113,2600,2664.69,0.11,0.3,0.1045,Active,0.99,1.10511528975428
L,4950,53,123,600,612.25,0.02,0.6,0.0735,Active,0.5,0.510100670013378
L,4951,53,123,8500,8689.83,0.03,0.6,0.0804,Active,0.61,0.628577265711645
L,4952,53,83,4800,4890.63,0.13,0.6,0.1586,Active,0.71,0.808568152160481
L,4953,53,143,6900,7168.85,0.12,0.3,0.1091,Active,0.15,0.169124527736906
L,4954,53,123,9400,9749.11,0.17,0.3,0.1337,Active,0.57,0.675623765252608
L,4955,53,183,3600,3817.1,0.11,0.4,0.1169,Active,0.9,1.00465026341298
L,4956,53,103,300,306.08,0.07,0.5,0.1022,Active,0.91,0.975982444941337
L,4957,53,143,8100,8653.69,0.19,0.5,0.1914,Active,0.67,0.810197230430359
L,4958,53,93,2600,2640.82,0.13,0.2,0.0989,Active,0.48,0.546637623995818
L,4959,53,83,1900,1946.01,0.13,0.9,0.2034,Active,0.82,0.93383927432619
L,4960,53,143,6100,6283.44,0.05,0.4,0.0842,Active,0.58,0.609737235898094
L,4961,53,153,7000,7304.17,0.16,0.2,0.1095,Active,0.73,0.856662935824022
L,4962,53,83,7700,7847.58,0.18,0.4,0.161,Active,0.47,0.562692160667251
L,4963,53,143,8600,8817.46,0.04,0.2,0.0708,Active,0.77,0.801424296128139
L,4964,53,193,2500,2830.97,0.19,0.7,0.2383,Active,0.48,0.580439806875481
L,4965,53,173,8800,9133.56,0.07,0.2,0.0796,Active,0.14,0.15015114537559
L,4966,53,203,2800,2932,0.04,0.4,0.0792,Active,0.62,0.645302679999281
L,4967,53,123,1700,1801.43,0.19,0.6,0.2148,Active,0.66,0.798104734453786
L,4968,53,83,8000,8165.33,0.13,0.7,0.1736,Active,0.74,0.84273300366022
L,4969,53,163,600,645.83,0.2,0.4,0.175,Active,0.02,0.0244280551632034
L,4970,53,93,5400,5465.66,0.06,0.2,0.0766,Active,0.58,0.615865196996309
L,4971,53,153,5400,5676.86,0.11,0.5,0.1292,Active,0.44,0.491162351001903
L,4972,53,183,9800,10481.99,0.14,0.4,0.1349,Active,0.44,0.50612047149718
L,4973,53,203,1800,1901.46,0.05,0.6,0.0947,Active,0.54,0.567686392043053
L,4974,53,163,6200,6844.92,0.19,0.7,0.2383,Active,0.44,0.532069822969191
L,4975,53,123,5800,5952.41,0.07,0.4,0.0946,Active,0.29,0.311027372563723
L,4976,53,193,5500,5881.03,0.07,0.8,0.1247,Active,0.3,0.321752454376265
L,4977,53,133,4200,4310.13,0.08,0.2,0.0826,Active,0.63,0.682470852635224
L,4978,53,163,800,863.87,0.18,0.5,0.1829,Active,0.36,0.430998250723852
L,4979,53,123,6700,6890.39,0.14,0.2,0.1023,Active,0.14,0.161038331840012
L,4980,53,113,7300,7416.97,0.02,0.3,0.0673,Active,0.27,0.275454361807224
L,4981,53,143,800,831.17,0.12,0.3,0.1091,Active,0.08,0.0901997481263501
L,4982,53,93,5000,5133.25,0.19,0.4,0.1679,Active,0.29,0.350682383320603
L,4983,53,123,5000,5132.92,0.06,0.5,0.0957,Active,0.61,0.647720293392669
L,4984,53,113,1200,1224.89,0.07,0.3,0.0871,Active,0.17,0.182326390813217
L,4985,53,163,5000,5151.47,0.02,0.4,0.0694,Active,0.32,0.326464428808562
L,4986,53,193,7400,8016.67,0.2,0.3,0.15,Active,0.25,0.305350689540042
L,4987,53,73,300,302.91,0.1,0.5,0.1222,Active,0.16,0.176827346892104
L,4988,53,73,3500,3517.94,0.01,0.4,0.0646,Active,0.69,0.696934615288076
L,4989,53,153,4900,5162.31,0.14,0.4,0.1349,Active,0.21,0.241557497760018
L,4990,53,153,7300,7517.26,0.04,0.3,0.075,Active,0.65,0.676527003225052
L,4991,53,193,2600,2738.38,0.04,0.8,0.0958,Active,0.17,0.176937831612706
L,4992,53,83,400,403.01,0.02,0.1,0.0633,Active,0.29,0.295858388607759
L,5062,54,204,8300,8624.59,0.01,0.5,0.0657,Active,0.69,0.696934615288076
L,5063,54,204,1900,2106.85,0.18,0.5,0.1829,Active,0.45,0.538747813404815
L,5064,54,114,1300,1342.22,0.12,0.5,0.1364,Active,0.96,1.0823969775162
L,5065,54,124,700,737.22,0.19,0.5,0.1914,Active,0.01,0.0120924959765725
L,5066,54,124,100,102.54,0.08,0.3,0.0913,Active,0.62,0.671637981958474
L,5067,54,144,5200,5359.71,0.14,0.1,0.086,Active,0.73,0.839699873165776
L,5068,54,84,2300,2335.38,0.11,0.5,0.1292,Active,0.97,1.08278972834511
L,5069,54,164,2000,2092.1,0.09,0.4,0.1055,Active,0.99,1.08323254086816
L,5070,54,154,1400,1444,0.04,0.4,0.0792,Active,0.54,0.56203781806389
L,5071,54,204,9000,10215,0.18,0.7,0.2268,Active,0.63,0.75424693876674
L,5072,54,204,1700,1795.73,0.07,0.4,0.0946,Active,0.72,0.772205890503036
L,5073,54,184,4000,4318.19,0.17,0.4,0.1542,Active,0.18,0.213354873237666
L,5074,54,174,5300,5609.67,0.12,0.4,0.1227,Active,0.36,0.405898866568575
L,5075,54,134,8900,9170.11,0.09,0.3,0.0956,Active,0.38,0.41578622780798
L,5076,54,134,7200,7646.17,0.17,0.6,0.1952,Active,0.28,0.331885358369702
L,5077,54,184,4800,5105.81,0.15,0.3,0.1235,Active,0.29,0.336931930391202
L,5078,54,164,4000,4123.62,0.04,0.2,0.0708,Active,0.7,0.728567541934672
L,5079,54,104,100,101.74,0.04,0.6,0.0875,Active,0.44,0.457956740644651
L,5080,54,144,4900,5021.45,0.02,0.4,0.0694,Active,0.34,0.346868455609097
L,5081,54,174,5500,5759.02,0.13,0.2,0.0989,Active,0.25,0.284707095831155
L,5082,54,194,1500,1602.92,0.15,0.3,0.1235,Active,0.09,0.104565081845545
L,5083,54,134,100,102.64,0.04,0.5,0.0833,Active,0.54,0.56203781806389
L,5084,54,74,5600,5639.51,0.1,0.2,0.0889,Active,0.27,0.298396147880425
L,5085,54,194,4900,5188.28,0.15,0.2,0.1059,Active,0.8,0.929467394182626
L,5086,54,164,7200,7433.2,0.03,0.4,0.0742,Active,0.11,0.113349998734887
L,5087,54,84,500,505.95,0.08,0.4,0.1,Active,0.82,0.888295395493466
L,5088,54,154,8500,8807.96,0.08,0.3,0.0913,Active,0.17,0.184158801504743
L,5089,54,104,5600,5674.78,0.02,0.3,0.0673,Active,0.52,0.530504696813913
L,5090,54,124,3900,4026.86,0.18,0.2,0.1171,Active,0.37,0.44297042435507
L,5091,54,104,2500,2539.88,0.03,0.6,0.0804,Active,0.6,0.61827272037211
L,5092,54,184,8300,8621.13,0.04,0.3,0.075,Active,0.76,0.791016188386215
L,5093,54,174,5500,6136.17,0.16,0.9,0.2429,Active,0.77,0.903603370663694
L,5094,54,174,2400,2565.83,0.09,0.8,0.1451,Active,0.53,0.579912370363762
L,5095,54,154,200,210.58,0.1,0.6,0.1333,Active,0.68,0.75151622429144
L,5096,54,104,5400,5497.82,0.08,0.3,0.0913,Active,0.44,0.476646309776982
L,5097,54,164,9000,10063.46,0.18,0.9,0.2707,Active,0.17,0.203526951730708
L,5098,54,114,3600,3759.17,0.16,0.6,0.1857,Active,0.24,0.281642609038034
L,5099,54,134,7600,8021.5,0.17,0.5,0.1747,Active,0.41,0.48597498904135
L,5100,54,154,4400,4593.98,0.1,0.4,0.1111,Active,0.54,0.59679229576085
L,5101,54,134,6100,6478.01,0.17,0.6,0.1952,Active,0.76,0.900831687003478
L,5102,54,194,5800,6153.48,0.07,0.6,0.1097,Active,0.49,0.525529008814566
L,5103,54,104,4500,4611.87,0.09,0.6,0.1253,Active,0.87,0.951931626823533
L,5190,55,95,8700,8797.77,0.04,0.2,0.0708,Active,0.22,0.228978370322325
L,5191,55,205,4800,5278.29,0.14,0.6,0.1674,Active,0.36,0.414098567588602
L,5192,55,95,8300,8476.14,0.17,0.3,0.1337,Active,0.32,0.379297552422517
L,5193,55,165,1100,1134.28,0.02,0.5,0.0714,Active,0.99,1.00999932662649
L,5194,55,105,4600,4730.97,0.08,0.9,0.1435,Active,0.12,0.129994448120995
L,5195,55,85,3800,3849.17,0.08,0.5,0.1087,Active,0.28,0.303320378948988
L,5196,55,195,9700,10420.49,0.17,0.3,0.1337,Active,0.04,0.0474121940528146
L,5197,55,75,1000,1014.58,0.14,0.7,0.1837,Active,0.01,0.0115027379885723
L,5198,55,95,3700,3773.59,0.09,0.6,0.1253,Active,0.95,1.03946556951995
L,5199,55,95,9300,9410.71,0.04,0.3,0.075,Active,0.46,0.478772956128499
L,5200,55,115,10000,10227.86,0.06,0.5,0.0957,Active,0.92,0.976889622821731
L,5201,55,115,9600,9942.86,0.2,0.3,0.15,Active,0.74,0.903838041038526
L,5202,55,185,4200,4465.85,0.12,0.4,0.1227,Active,0.7,0.789247796105563
L,5203,55,105,2400,2441.67,0.04,0.6,0.0875,Active,0.71,0.738975649676596
L,5204,55,185,2100,2194.36,0.07,0.3,0.0871,Active,0.37,0.39682802706406
L,5205,55,195,1200,1286.13,0.11,0.5,0.1292,Active,0.99,1.10511528975428
L,5206,55,85,3400,3464.28,0.15,0.5,0.1588,Active,0.69,0.801665627482515
L,5207,55,125,1900,1946.92,0.1,0.2,0.0889,Active,0.55,0.607844004941606
L,5208,55,75,4100,4129.12,0.05,0.5,0.0895,Active,0.43,0.45204657144169
L,5209,55,185,1400,1489.19,0.15,0.3,0.1235,Active,0.29,0.336931930391202
L,5210,55,75,4700,4733.35,0.06,0.4,0.0894,Active,0.42,0.445971349549051
L,5211,55,95,9600,9834.51,0.11,0.7,0.1539,Active,0.26,0.290232298319307
L,5212,55,155,6500,6661.47,0.01,0.2,0.0626,Active,0.77,0.777738628654809
L,5213,55,115,300,308.82,0.15,0.3,0.1235,Active,0.13,0.151038451554677
L,5214,55,195,7300,7626.07,0.03,0.6,0.0804,Active,0.19,0.195786361451168
L,5215,55,85,9000,9069.21,0.01,0.4,0.0646,Active,0.6,0.606030100250501
L,5216,55,145,8100,8395.94,0.14,0.2,0.1023,Active,0.03,0.0345082139657168
L,5217,55,115,5900,6075.6,0.2,0.2,0.125,Active,0.51,0.622915406661687
L,5218,55,175,900,931.8,0.03,0.4,0.0742,Active,0.86,0.886190899200025
L,5219,55,115,500,508.83,0.03,0.4,0.0742,Active,0.67,0.690404537748856
L,5220,55,165,2100,2161.69,0.02,0.3,0.0673,Active,0.14,0.142828187603746
L,5221,55,155,9600,9926.48,0.09,0.2,0.0857,Active,0.1,0.109417428370521
L,5222,55,145,600,621.92,0.14,0.2,0.1023,Active,0.62,0.713169755291481
L,5223,55,135,8100,8263.54,0.01,0.3,0.0636,Active,0.11,0.111105518379258
L,5224,55,105,8200,8348.54,0.08,0.3,0.0913,Active,0.59,0.639139369928226
L,5225,55,165,4000,4224.71,0.13,0.4,0.1287,Active,0.15,0.170824257498693
L,5226,55,165,6400,6656.18,0.04,0.7,0.0917,Active,0.81,0.843056727095834
L,5227,55,175,1200,1260.29,0.09,0.4,0.1055,Active,0.11,0.120359171207573
L,5228,55,185,1700,1918.19,0.18,0.8,0.2488,Active,0.92,1.10143997407207
L,5229,55,125,4900,5021,0.1,0.2,0.0889,Active,0.81,0.895188443641275
L,5230,55,175,8400,8888.8,0.1,0.5,0.1222,Active,0.97,1.07201579053338
L,5231,55,145,3400,3479.29,0.02,0.2,0.0653,Active,0.47,0.479494629812575
L,5232,55,165,9000,9392.86,0.08,0.4,0.1,Active,0.49,0.53081066316073
L,5233,55,175,5900,6090.2,0.01,0.7,0.0677,Active,0.77,0.777738628654809
L,5234,55,205,8800,9592,0.14,0.5,0.1512,Active,0.64,0.736175231268625
L,5235,55,155,9400,9719.67,0.09,0.2,0.0857,Active,0.72,0.787805484267751
L,5236,55,155,8700,8972.39,0.05,0.3,0.0789,Active,0.75,0.788453322282018
L,5237,55,105,1100,1117.29,0.04,0.4,0.0792,Active,0.72,0.749383757418519
L,5238,55,75,5500,5565.48,0.12,0.6,0.15,Active,1,1.12749685157938
L,5239,55,135,3100,3252.44,0.09,0.9,0.1549,Active,0.02,0.0218834856741042
L,5240,55,85,6400,6548.72,0.17,0.6,0.1952,Active,0.7,0.829713395924256
L,5241,55,195,1600,1745.42,0.12,0.7,0.1636,Active,0.77,0.868172575716119
L,5242,55,165,8100,8474.43,0.15,0.2,0.1059,Active,0.1,0.116183424272828
L,5243,55,195,7700,8239.43,0.08,0.7,0.1261,Active,0.03,0.0324986120302488
L,5244,55,205,7200,7729.29,0.15,0.3,0.1235,Active,0.26,0.302076903109354
L,5245,55,85,1300,1320.88,0.14,0.4,0.1349,Active,0.36,0.414098567588602
L,5246,55,175,6400,6734.32,0.07,0.6,0.1097,Active,0.73,0.782930972315578
L,5247,55,105,2500,2570.24,0.11,0.6,0.1416,Active,0.56,0.625115719456968
L,5248,55,205,6400,7180.57,0.18,0.6,0.2049,Active,0.64,0.766219112397958
L,5249,55,95,6400,6608.15,0.18,0.6,0.2049,Active,0.28,0.335220861674107
L,5250,55,95,8800,9044.44,0.2,0.4,0.175,Active,0.12,0.14656833097922
L,5251,55,175,8800,9382.48,0.18,0.3,0.139,Active,0.44,0.526775639773596
L,5252,55,85,8600,8684.98,0.06,0.3,0.083,Active,0.41,0.435352984083597
L,5253,55,175,8100,8341.46,0.01,0.2,0.0626,Active,0.2,0.202010033416834
L,5254,55,195,7600,7977.89,0.05,0.5,0.0895,Active,0.71,0.746402478426977
L,5255,55,185,1100,1149.43,0.07,0.3,0.0871,Active,0.89,0.954532281316253
L,5256,55,155,4000,4224.76,0.11,0.6,0.1416,Active,0.86,0.959999140594629
L,5293,56,166,6100,6493.01,0.16,0.4,0.1476,Active,0.47,0.551550109366151
